Company Name,Industry,Symbol,Series,ISIN Code,description
Greenpanel Industries Ltd.,Consumer Durables,GREENPANEL,EQ,INE08ZM01014,"Greenpanel Industries Limited engages in the manufacturing and sale of plywood, medium density fibre board (MDF), and allied products in India and internationally. The company provides pre-laminated MDFs, fire retardant MDF panels, interior and exterior grade MDF, plywood and blockboard furniture, wood floors, decorative veneers, and decorative and commercial doors. It also markets MDF and allied products. Greenpanel Industries Limited was incorporated in 2017 and is based in Kolkata, India."
Greenply Industries Ltd.,Consumer Durables,GREENPLY,EQ,INE461C01038,"Greenply Industries Limited, an interior infrastructure company, manufactures, markets, trades in, and distributes plywood and allied products in India and internationally. The company provides plywood and block boards, decorative veneers, flush doors, specialty plywoods, and PVC products. It operates through a network of distributors, dealers, and retailers. The company was formerly known as Mittal Laminates Private Limited and changed its name to Greenply Industries Limited in 1995. Greenply Industries Limited was founded in 1984 and is based in Kolkata, India."
Gufic Biosciences Ltd.,Healthcare,GUFICBIO,EQ,INE742B01025,"Gufic Biosciences Limited manufactures and markets active pharmaceutical ingredients (APIs), generic pharmaceuticals, and related services in India, Africa, Asia, Europe, Australia, North America, South America, and internationally. The company manufactures APIs and bulk drugs, such as antifungals, anesthetics, immuno suppressants, and intermediates for antifungals. It manufactures lyophilized injections, which include antibiotic, antifungal, cardiac, infertility, antiviral, and proton-pump inhibitor segments. In addition, the company offers spark, criti care, criticare life, and ferticare pharmaceutical products; and herbal, aesthaderm, gufic stridden, and personal care products. It supplies its products to hospital chains and medical facilities. Gufic Biosciences Limited was founded in 1970 and is based in Mumbai, India."
Gujarat Alkalies & Chemicals Ltd.,Chemicals,GUJALKALI,EQ,INE186A01019,"Gujarat Alkalies and Chemicals Limited engages in the production and sale of various chemical products in India. It provides caustic soda lye, caustic soda flakes, caustic soda prills, liquid chlorine, hydrochloric acid, and compressed hydrogen gas; anhydrous aluminum chloride, chlorinated paraffin, benzyl alcohol, benzaldehyde, and benzyl chloride; and chloromethane. The company offers caustic potash lye and flakes, and potassium carbonate; methylene chloride, chloroform, and carbon tetrachloride; and phosphoric acid. In addition, it provides bleachwin, scalewin, poly aluminum chloride, biowin, bleaching powder, poly aluminum chloride, and sodium chlorate granule. The company's products are used in various industries, such as textile, pulp and paper, soap and detergent, alumina, water treatment, petroleum, plastic, fertilizer, pharmaceutical, agrochemical, plant protection, dyes and intermediate, refrigeration gas, epoxy, etc. It exports its products to the United States, Europe, Australia, Africa, the Middle East, and China. Gujarat Alkalies and Chemicals Limited was incorporated in 1973 and is based in Vadodara, India."
Gulf Oil Lubricants India Ltd.,Oil Gas & Consumable Fuels,GULFOILLUB,EQ,INE635Q01029,"Gulf Oil Lubricants India Limited manufactures, markets, and trades lubricants for use in the automobile and industrial sectors in India. The company offers automotive lubricants, such as engine oil, gear oils, and greases, as well as specialties for bikes, scooters, cars, light and heavy commercial vehicles, and tractors. It also provides hydraulic, bearing and circulating, industrial gear, turbine, compressor, refrigeration, quenching, and slideway oils; and metal working fluids, rust preventives, greases, and thermic fluids for use in industrial applications. In addition, the company offers two-wheeler batteries; and marine lubricants, as well as a range of complementary technical services. It also exports its products to approximately 25 countries. The company was formerly known as Hinduja Infrastructure Limited and changed its name to Gulf Oil Lubricants India Limited in September 2013. Gulf Oil Lubricants India Limited was incorporated in 2008 and is based in Mumbai, India. Gulf Oil Lubricants India Limited is a subsidiary of Gulf Oil International (Mauritius) Inc."
H.G. Infra Engineering Ltd.,Construction,HGINFRA,EQ,INE926X01010,"H.G. Infra Engineering Limited engages in the road construction; and engineering, procurement, and construction business in India. It constructs and maintains highways, bridges, flyovers, and other infrastructure contract works. The company executes civil construction projects comprising extension and grading of runways, railways, and land development, as well as undertakes water pipeline projects. H.G. Infra Engineering Limited was incorporated in 2003 and is based in Jaipur, India."
HLE Glascoat Ltd.,Capital Goods,HLEGLAS,EQ,INE461D01028,"HLE Glascoat Limited manufactures and sells carbon steel glass lined equipment in India and internationally. It operates through two segments, Filtration, Drying and Other Equipment; and Glass Lined Equipment. The Filtration, Drying and Other Equipment segment manufactures agitated filters and dryers, rapid disc dryer-cooler, orbicular dryer, rotary vacuum paddle dryers, other chemical process equipment, and related spares and accessories. The Glass Lined Equipment segment manufactures reactors, receivers, storage tanks, columns, agitators, heat exchangers, valves, pipes and fittings, and other similar equipment and related spares and accessories. The company also offers exotic metal and GMP pharma equipment. It serves dyes and intermediates, pharmaceuticals, nutraceutical, food processing, specialty and fine chemicals, marine, oil and gas, aerospace, mineral, agrochemicals, and other industries. The company was formerly known as Swiss Glascoat Equipments Limited and changed its name to HLE Glascoat Limited in December 2019. HLE Glascoat Limited was founded in 1981 and is based in Anand, India."
HMA Agro Industries Ltd.,Fast Moving Consumer Goods,HMAAGRO,EQ,INE0ECP01024,"HMA Agro Industries Limited processes and deals in frozen buffalo meat and allied products in India. It offers products under the Black Gold, Kamil, and HMA brands. The company also exports its products to the United Arab Emirates, Benin, Thailand, Yemen, Egypt, Vietnam, Indonesia, Hong Kong, Malaysia, and internationally. HMA Agro Industries Limited was incorporated in 2008 and is based in Agra, India."
Hathway Cable & Datacom Ltd.,Media Entertainment & Publication,HATHWAY,EQ,INE982F01036,"Hathway Cable and Datacom Limited provides cable television network, Internet, and allied services. It operates through Broadband Business and Cable Television segments. The company also provides home and business broadband services. In addition, the company operates H-tube, a channel for broadcasting videos; CCC  Cine Channel, a 24 hours movie channel; HMART, a shopping channel; and HFLICKS1 and HFLICKS2, which are entertainment channels. It offers its cable TV services in approximately 350 cities and towns in India. The company was incorporated in 1959 and is based in Mumbai, India."
HeidelbergCement India Ltd.,Construction Materials,HEIDELBERG,EQ,INE578A01017,"HeidelbergCement India Limited manufactures and sells cement in India. The company offers Portland pozzolana cement and Portland slag cement under the mycem, mycem Primo, and mycem Power brand. It also provides concrete solution lab and mobile technical lab services. The company was formerly known as Mysore Cements Limited and changed its name to HeidelbergCement India Limited in April 2009. The company was incorporated in 1958 and is based in Gurugram, India. HeidelbergCement India Limited is a subsidiary of Cementrum I.B.V."
Hemisphere Properties India Ltd.,Services,HEMIPROP,EQ,INE0AJG01018,"Hemisphere Properties India Limited operates as a real estate company in India. The company was incorporated in 2005 and is based in New Delhi, India."
Heritage Foods Ltd.,Fast Moving Consumer Goods,HERITGFOOD,EQ,INE978A01027,"Heritage Foods Limited procures and processes milk and milk products in India. The company operates through Dairy, Renewable Energy, and Feed segment. The Dairy segment produces and markets dairy products, including fresh milk, curd, buttermilk, lassi, ice-cream, paneer, ghee, table butter, cooking butter, milk powder, flavored milk, UHT milk, and dairy whitener products; and operates and franchises 859 Heritage Parlour outlets, as well as exports dairy products to Europe, the Gulf countries, and various countries in Asia. The Renewable Energy segment operates a solar power plant with a capacity of 4.20 MW; and wind power plant with a capacity of 6.30 MW in the states of Andhra Pradesh, Telangana, Maharashtra, Tamil Nadu, and Karnataka. The Feed segment manufactures and sells cattle feeds. The company was incorporated in 1992 and is headquartered in Hyderabad, India."
Hikal Ltd.,Healthcare,HIKAL,EQ,INE475B01022,"Hikal Limited, together with its subsidiaries, manufactures and sells various chemical intermediates, specialty chemicals, and active pharma ingredients to pharmaceutical, animal health, biotech, crop protection, and specialty chemicals companies in India. The company operates through two segments, Pharmaceuticals and Crop Protection. The Pharmaceuticals segment produces active pharmaceutical ingredient (APIs). The Crop Protection segment manufactures pesticides and herbicides, which include diuron tech, temephos tech, thiacloprid tech, clothianidin tech, dichloroaniline, N-bromosuccinimide, prothioconazole technical, trifloxystrobin technical, and BIT. It also collaborates with other companies and offer solutions in contract research, custom synthesis, and custom manufacturing of intermediates and active ingredients. In addition, the company offers human health products, such as anti-convulsant, anti-emetic, anti-histaminic, anti-depressant, anti-psychotic, anti-lipemic, hemorheologic, anti-diabetic, anti-thrombotic, anti-hypertensive, anti-inflammation, and analgesic; animal health products, such as anti-tick, anti-parasitic, analgesic, anabolic steroids, female sex hormone, and NSAID; and specialty biocides and antimicrobial actives, as well as additives for leather, paint coatings, paper, water treatment, personal care, building materials, and textile industries. It also exports its products. The company operates in the United States, Canada, Europe Union, Japan, Latin America, and internationally. Hikal Limited was incorporated in 1988 and is headquartered in Navi Mumbai, India."
Hindustan Construction Co. Ltd.,Construction,HCC,EQ,INE549A01026,"Hindustan Construction Company Limited provides engineering and construction services in India and internationally. The company constructs roads, highways, expressways, bridges, elevated corridors, railways, metro rails, ports, and marine structures; dams, barrages, tunnels, powerhouses, shafts, and various underground works; and reactors, auxiliary buildings, spent fuel buildings, safety pump houses, and control buildings. It constructs integrated water supply systems, bulk water transmission projects, dams, barrages, irrigation, water treatment and sewage treatment plants, and aqueducts; and hydrocarbon, metals and process plants and factories, residential and commercial buildings, institutional buildings, and station buildings. In addition, the company offers toll management, concessionaries, real estate, insurance auxiliary, and information technology consulting, as well as services related to recovering, assessing, managing claims, awards, etc. Further, the company engages in the operation and maintenance of roads. Hindustan Construction Company Limited was incorporated in 1926 and is based in Mumbai, India."
Hindustan Oil Exploration Co. Ltd.,Oil Gas & Consumable Fuels,HINDOILEXP,EQ,INE345A01011,"Hindustan Oil Exploration Company Limited engages in the exploration, development, and production of onshore and offshore crude oil and natural gas in India. The company provides oil field equipment and services. Hindustan Oil Exploration Company Limited was incorporated in 1983 and is based in Chennai, India."
Hindware Home Innovation Ltd.,Consumer Durables,HINDWAREAP,EQ,INE05AN01011,"Hindware Home Innovation Limited engages in the consumer appliances, retail, and building products business in India. It offers kitchen appliances comprising chimneys, cooking range, food waste disposers, built-in microwaves, food sanitizers, built-in ovens, built-in hobs, cooktops, dishwashers, water purifiers and kitchen sinks; storage, instant, gas, heat pump water heaters; desert, personal, tower, window, IOT enabled, and foldable air coolers; room heaters; water purifiers under the moonbow brand; ceiling fans; and hinges, ball bearing and excel bottom mounted drawer channels, Uniplus and Unilux drawer systems, and aerolift liftups. The company is also involved in the retail sale of furniture, home décor and furnishings, wall fashion, modular kitchens, and wardrobe products under the Evok brand. In addition, it provides building products consisting of sanitary ware, including water closets, wash basins, bidets, squatting pans, and urinals; faucets, such as bathroom, kitchen, and sensor faucets, and thermostats; wellness products comprising bath-tubs, shower panels, shower enclosures, vanity, whirlpools, and steam generators; glazed vitrified, ceramic, full-body vitrified, super-slim, cladding, and parking tiles; plastic pipes and fittings, which include CPVC, UPVC, PVC, and SWR column pipes, as well as overhead water storage tanks and bath fittings; and allied products, such as concealed cisterns, seat covers, and PVC cisterns. The company was formerly known as Somany Home Innovation Limited and changed its name to Hindware Home Innovation Limited in May 2022. Hindware Home Innovation Limited was incorporated in 2017 and is based in Gurugram, India."
IFB Industries Ltd.,Consumer Durables,IFBIND,EQ,INE559A01017,"IFB Industries Limited, together with its subsidiaries, manufactures and trades in home appliances primarily in India. It offers domestic washing machines, microwave ovens, domestic and industrial dishwashers, clothes dryers, and modular kitchens; kitchen appliances, such as hobs, chimneys, and built-in ovens; air conditioners; and industrial washing systems, including dry cleaning and other finishing equipment. The company also provides a range of parts and accessories for motor vehicles, etc.; and fine blanked components and cold rolled steel strips, as well as tools and related machine tools, such as straighteners, decoilers, strip loaders, and others. In addition, it exports its products. The company was formerly known as Indian Fine Blanks Limited. IFB Industries Limited was incorporated in 1974 and is based in Kolkata, India."
IFCI Ltd.,Financial Services,IFCI,EQ,INE039A01010,"IFCI Limited provides non-banking financial services to the public sector in India. The company offers project finance for the power sector, such as renewable energy, telecommunications, roads, oil and gas, ports, airports, basic metals, chemicals, pharmaceuticals, electronics, textiles, real estate, smart cities, urban infrastructure, etc. It also provides corporate finance, such as balance sheet funding, loan against shares, lease rental discounting, promoter funding, long-term working capital requirement, capital expenditure, and regular maintenance capex services, as well as short term loans for various businesses, including bridge financing and short-term working capital to small, mid, and large corporates. In addition, the company offers syndication and advisory services for government and corporate sectors; structured debt/mezzanine products; and assistance in sponsor financing, acquisition financing, pre-IPO financing, off-balance sheet structured solutions, and others. Further, it provides sales and resolution services for non-performing assets; factoring services and advances against future receivables; corporate loans; real estate and infrastructure services; nodal agency services; and credit enhancement guarantee scheme for scheduled castes, as well as acts as debenture trustee for debenture issues. Additionally, the company offers stock broking, commodities broking, currency trading, portfolio management and depository participant services, merchant banking, insurance corporate agency, mutual fund products distribution, IPO distribution, and corporate advisory services. It provides financial support services for airports, roads, telecom, power, real estate, manufacturing, and services sectors, as well as other allied industries. The company was formerly known as Industrial Finance Corporation of India and changed its name to IFCI Limited in October 1999. IFCI Limited was founded in 1948 and is headquartered in New Delhi, India."
IIFL Securities Ltd.,Financial Services,IIFLSEC,EQ,INE489L01022,"IIFL Securities Limited provides capital market services in the primary and secondary markets in India. The company operates through: Capital Market Activity, Insurance Broking and Ancillary, and Facilities and Ancillary segments. The company offers retail broking products and services comprising equity, commodities, and currency broking; depository participant, mutual funds and bonds, portfolio management, alternate investment funds, retirement, and real estate broking services; broking, corporate access, and research support services; investment and trading across asset classes, including equity, commodity, derivatives, currency, margin trading funding. It also provides investment banking services consisting of initial public offerings, qualified institutional placement, right issues, preferential placement, follow-on public offer, share buybacks, tender offers, and delisting services; and advisory services for private equity placements and mergers and acquisitions. In addition, the company distributes third-party financial products, such as mutual funds, insurance, portfolio management services, alternate investment funds, fixed deposits, loans, bonds, and pension products. It serves retail and mass affluent investors, domestic and foreign institutional investors, sovereign wealth funds, foreign portfolio investors, mutual funds, insurance companies, banks, pension funds, Gen Z and young millennials, Non Resident Individuals, self-employed professionals, ultra and high net worth individuals, alternate investment funds, banks, and corporates. The company was formerly known as India Infoline Limited and changed its name to IIFL Securities Limited in February 2018. IIFL Securities Limited was incorporated in 1996 and is based in Mumbai, India."
IKIO Lighting Ltd.,Consumer Durables,IKIO,EQ,INE0LOJ01019,"IKIO Lighting Limited manufactures and sells light emitting diode (LED) lighting solutions in India. The company offers ODM for LED lights, switches and hardware components, LED refrigeration lights and controls, recreational vehicle components, and LED drivers. Its equipment and systems are used in various industries, including residential, industrial, and commercial lighting. The company was incorporated in 2016 and is based in Noida, India."
INOX India Ltd.,Capital Goods,INOXINDIA,EQ,INE616N01034,"INOX India Limited manufactures and supplies cryogenic liquid storage and transport tanks for gas companies and other customers online in India and internationally. It engages in the installation of equipment and systems for cryogenic conditions, standard cryogenic tanks and equipment, bespoke technology, equipment and solutions, industrial gases, LNG, green hydrogen, energy, steel, medical and healthcare, chemicals and fertilizers, aviation and aerospace, construction, and industrial gas products, including standard products, such as storage and bulk tanks, transport tanks, micro-bulk systems, vaporizers, cryoseal liquid nitrogen containers, engineered products, and original equipment manufacturer and other products; oil and gas products, including offshore skid tanks, nitrogen pumping units, fluid pumpers, fracing units, and mobile labor identification number storage units; and liquefied natural gas integrated systems and liquefied natural gas equipment. The company also provides cryogenic tanks, super insulated piping, and related equipment for storage and distribution of cryogenic fluids; cold box and vacuum systems; gas charging systems; and solutions for satellite launch facilities, cryogenic propulsion systems and research, simulation, atomic and atomic energy, aerospace space simulation, plasma research, cryogenic process technologies, and scientific and industrial research. INOX India Limited was incorporated in 1976 and is based in Vadodara, India."
IOL Chem and Pharma Ltd.,Healthcare,IOLCP,EQ,INE485C01011,"IOL Chemicals and Pharmaceuticals Limited manufactures and sells pharmaceutical and chemical products in India and internationally. The company offers active pharmaceutical ingredients (API), such as ibuprofen lysinate and ibuprofen sodium; and other APIs, including metformin, fenofibrate, lamotrigine, clopidogrel bisulphate, pantoprazole, gabapentin, levetiracetam, paracetamol, etc. Its active pharmaceutical ingredients are used for the treatment of anti-inflammatory, analgesic and antipyretic, anti-diabetic, anti- platelet, anti-cholesterol, anti- convulsant, and anti-cholelithic, as well as proton pump inhibitor. The company also provides specialty industrial chemicals comprising ethyl acetate, iso butyl benzene, acetyl chloride, para amino phenol, and mono chloro acetic acid to food processing, flexible packaging, pharmaceuticals, textiles, ink, paint, pesticides, and chemical intermediates industries. IOL Chemicals and Pharmaceuticals Limited was incorporated in 1986 and is based in Ludhiana, India."
ITD Cementation India Ltd.,Construction,ITDCEM,EQ,INE686A01026,"ITD Cementation India Limited provides construction and civil engineering services in India and internationally. The company constructs maritime structures, including jetties, dolphins, service platforms, quay, berths on concrete and steel piles, solid gravity type wharf structures, ship lifts, dry docks, wet basins, and inclined berths; and offers breakwater and piled approach trestles, steel piles and bored cast, undersea ground improvement, dredging and land reclamation, and coastal erosion protection and rock bund services. It also constructs highways, bridges, and flyovers; tunnels and airports; hydroelectric and irrigation projects comprising pumping stations, power houses, tunnels, intake structures, and pressure shafts; mass rapid transport systems; and dams, building and industrial structures. In addition, the company offers foundation and specialist engineering services comprising geotechnical investigations, piling, diaphragm walling, sandwicks/band drains, drilling and grouting, rock/soil anchors repairs, box pushing, and tube heading services. Further, it engages in the civil works for refinery, petrochemical, power, steel, and fertilizer plants; and design, construction, supply, installation, and commissioning of pipelines, as well as operates water and waste water treatment plants. The company was formerly known as Skanska Cementation India Limited and changed its name to ITD Cementation India Limited in May 2005. ITD Cementation India Limited was founded in 1931 and is based in Mumbai, India."
Ideaforge Technology Ltd.,Capital Goods,IDEAFORGE,EQ,INE349Y01013,"ideaForge Technology Limited engages in the design, development, manufacture, and marketing of unmanned aerial vehicle (UAV) systems for security and surveillance applications in India and internationally. It also provides BlueFire Live!, a software-as-a-service platform that enables live streaming of the UAV video feed and payload control; and BlueFire Touch, a ground control software that builds to plan and command missions, as well as related training and maintenance services. In addition, it provides RYNO, Q6, Switch, Netra V4 and V4+, Q4i, and Ninja UAV products. ideaForge Technology Limited was incorporated in 2007 and is based in Navi Mumbai, India."
India Glycols Ltd.,Chemicals,INDIAGLYCO,EQ,INE560A01015,"India Glycols Limited, a green petrochemical company, engages in the manufacture and sale of industrial chemicals in India. The company operates through Bio-based Specialities and Performance Chemicals, Potable Spirits, and Ennature Biopharma segments. It offers monoethylene, diethylene, and triethylene glycols; polyethylene glycols; fatty alcohol, acid, and amine ethoxylates; alkyl phenol ethoxylates; castor/natural oil ethoxylates; and ethoxylated and propoxylated co-polymers. The company also provides polysorbates; glycol ethers and acetates; brake fluids and anti-freeze coolants; performance chemicals; natural gums, including guar gums and other hydrocolloid products; extra neutral alcohols/rectified spirits; Indian-made foreign liquor, such as whisky, rum, brandy, vodka, and gin; and alcohol-based hand sanitizers. In addition, it offers natural active pharmaceutical ingredients, nutraceuticals, natural food colors, standardized botanical and herbal extracts, and spice extracts; and industrial gases, such as liquid oxygen, argon, nitrogen, and carbon dioxide, as well as IGL Steri-gas ethylene oxide and carbon dioxide gas mixtures. The company also exports its products. It serves agrochemical, automotive, detergent, healthcare and food processing, mining, oil and gas, paper, personal care, pharmaceutical, paint and emulsion polymerization, textile, and other industries. The company was formerly known as UP Glycols Limited and changed its name to India Glycols Limited in August 1986. India Glycols Limited was incorporated in 1983 and is headquartered in Noida, India."
India Pesticides Ltd.,Chemicals,IPL,EQ,INE0D6701023,"India Pesticides Limited operates as an agrochemical company in India. The company manufactures, sells, and distributes fungicides, herbicides, insecticides, and various agrochemical products, as well as active pharmaceutical ingredients for use in pharmaceutical drugs. It exports its products to approximately 29 countries. India Pesticides Limited was incorporated in 1984 and is headquartered in Lucknow, India."
India Shelter Finance Corporation Ltd.,Financial Services,INDIASHLTR,EQ,INE922K01024,"India Shelter Finance Corporation Limited, a housing finance company, provides home loans to low-middle income individuals in India. The company offers retail home loans, home equity loans, and loans against property. It also provides loans for home purchase, home improvements, home extension, and for construction of home. The company was formerly known as Satyaprakash Housing Finance India Limited and changed its name to India Shelter Finance Corporation Limited in March 2010. India Shelter Finance Corporation Limited was incorporated in 1998 and is based in Gurugram, India."
Indiabulls Real Estate Ltd.,Realty,IBREALEST,EQ,INE069I01010,"Indiabulls Real Estate Limited operates as a real estate company in India. The company offers real estate properties advisory, properties marketing, maintenance of completed properties, engineering, industrial and technical consultancy, construction and development of real estate properties and other ancillary services. Its project portfolio includes residential and commercial, as well as SEZ projects. The company was incorporated in 2006 and is based in Mumbai, India."
Indian Metals & Ferro Alloys Ltd.,Metals & Mining,IMFA,EQ,INE919H01018,"Indian Metals and Ferro Alloys Limited produces and sells ferro chrome in India. The company also offers fly-ash bricks and low-density aggregates. It exports its products to Korea, China, Japan, and Taiwan. The company was incorporated in 1961 and is headquartered in Bhubaneswar, India."
Indo Count Industries Ltd.,Textiles,ICIL,EQ,INE483B01026,"Indo Count Industries Limited manufactures and sells home textile products in India. The company offers bed sheets; fashion bedding products, such as matching and complementary sheets, comforters, duvet covers, quilts, pillows, shams, and skirts; utility bedding products comprising mattress pads, down alt comforters, filled pillows, and protectors; institutional bedding products, which include matching sheets, comforters, duvet covers, quilts, pillows, shams, euro-shams, and skirts; and bedding products, such as flat sheets, printed bed sheets, fitted sheets, duvet covers, and bed skirts/valances. It operates showrooms in the United Kingdom and the United States. The company sells its products under the Boutique Living, Haven, Revival, Pure Collection, Linen Closet, Simply-put, Whole Comfort, Purity Home, The Cotton Exchange, Color sense, Kids Corner, True Grip, Heirlooms of India, Atlas, Wholistic, SleepRx, and Layers brands through multi brand outlets, large format stores, and e-commerce platforms. It exports its products to approximately 50 countries. Indo Count Industries Limited was incorporated in 1988 and is based in Mumbai, India."
Indoco Remedies Ltd.,Healthcare,INDOCO,EQ,INE873D01024,"Indoco Remedies Limited manufactures, markets, and sells formulations and active pharmaceutical ingredients in India and internationally. It offers stomatological, gastrointestinal, respiratory, anti-infective, vitamin/mineral/nutrient, ophthal/ontological, antifungal, hormonal, dermatology, urological, anti-diabetic, gynaecological, lifestyle management, pain/analgesic, and cardiac products. The company also provides branded generics comprising analgesic tablets and topical preparations; anti-hypertensive; protein supplements; multivitamin tablets and syrups; antibiotic tablets, syrups, and injectables; oral rehydration powders; anti-haemorrhoidals; antacids; antihistaminic; etc. In addition, it provides analytical services, such as impurity profile, particle size analysis, polymorphism and compatibility studies, heavy metal analysis, extractables and leachables studies, lyophilization studies, reference and working standards, forced degradation studies, and chromatographic method development and validation services. Further, the company offers architectural design, lighting, mechanical and utility engineering, project and construction management, electrical, control system, piping, structural design, data transfer system, and process engineering. Additionally, it provides contract research services, such as custom synthesis of molecules and intermediates, process chemistry research and development, non-infringing process designing and scale up, and analytical method development/validation solutions, as well as contract manufacturing services. The company was formerly known as Indo Continental Trading Company. Indoco Remedies Limited was founded in 1945 and is based in Mumbai, India."
Infibeam Avenues Ltd.,Financial Services,INFIBEAM,EQ,INE483S01020,"Infibeam Avenues Limited, together with its subsidiaries, operates as a digital payment and e-commerce technology company that engages in the provision of digital payment solutions, data center infrastructure, and software platforms for businesses and governments to execute e-commerce transactions. It operates through two segments: Payment Business and E-Commerce Platform Business. The company offers CCAvenue, a payment gateway to ecommerce merchants to collect payments online and offline from their customers, as well as payment gateway related solutions, including B2Biz payments, CCAvenue SNIP, CCAvenue TokenPay, and invoice payment and subscription solutions. It also provides BillAvenue, an online bill payment platform for recurring bill payments services to customers; ResAven, an online hospitality management solution that helps hoteliers to distribute room inventory; Go Payments, an online platform that offers domestic money transfer, AEPS, mobile recharge, travel bookings, insurance, and many other financial services for consumers, as well as payment issuing and processing services for banks, governments, and corporates; and TrustAvenue, a lending platform that provide working capital loans, invoice/bill discounting, and early settlement to digital payment merchants. In addition, the company provides BuildaBazaar for Enterprise, a cloud based end-to-end software as a service eCommerce marketplace technology platform that allows corporates to transact online, manage the back end, make digital payments, undertake online marketing, and other value-added digital services. It operates in India, the United Arab Emirates, Saudi Arabia, Oman, Australia, and the United States. The company was formerly known as Infibeam Incorporation Limited and changed its name to Infibeam Avenues Limited in July 2018. Infibeam Avenues Limited was incorporated in 2010 and is headquartered in Gandhinagar, India."
Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND,EQ,INE177A01018,"Ingersoll-Rand (India) Limited manufactures and sells industrial air compressors in India. The company offers reciprocating air-cooled and water-cooled, contact cooled and oil free rotary screw, centrifugal, and engine driven compressors; heatless desiccant, heat of compression, high pressure air, and hydrogen compressors; and cycling and non-cycling refrigerated dryers. Ingersoll-Rand (India) Limited sells its products under the Nash, compare, Ingersoll Rand, Gardner Denver, ARO, Thomas, Milton Troy, Emco Wheaton, Elmo Rietschle, Robuschi, and Runtech Systems brand names, as well as other brands. The company serves aerospace, chemical, plastics and rubber, consumer, electronics and semiconductor, engineered solution, and hydrogen industries. It also exports its products to the American, Asian, and European countries. The company was incorporated in 1921 and is based in Bengaluru, India. Ingersoll-Rand (India) Limited is a subsidiary of Ingersoll-Rand Industrial US Inc."
Ion Exchange (India) Ltd.,Utilities,IONEXCHANG,EQ,INE570A01022,"Ion Exchange (India) Limited, together with its subsidiaries, provides water treatment and environment management solutions in India and internationally. It operates through Engineering, Chemicals, and Consumer Products segments. The company offers raw water, process, post, and drinking water treatment; waste water, water recycle, and zero liquid discharge systems; sludge dewatering and waste to energy systems; ion exchange process, membrane process, ion exchange membrane process, and 3D modelling systems; water purification equipment; and catalyst grade, adsorbent grade, chemical and special process, pharma grade, nuclear grade, hydrometallurgy, food and beverage, bio diesel, and sugar refining resins. It also provides nano filtration, ultra-filtration, low pressure and sea water RO, fouling resistant, and brackish resistant membranes; and cooling and boiler water treatment products, fireside treatment products, coagulants, flocculants, membrane cleaning chemicals, and water testing kits. In addition, the company offers INDION online controllers and transmitters, water quality monitoring instruments, water quality measuring indicators, remote monitoring systems, and online effluent monitoring systems; and consultancy, operator training, design engineering, project financing, and operations and maintenance services, as well as installation, commissioning, rehabilitation, and plant automation services. It serves automotive, cement, chemicals, electronics, food and beverage, fertilizers, paper and pulp, pharma, power, refinery and petrochemical, steel and metallurgy, mining and minerals, sugar, and textiles industries; educational, hospitality, hospital, laboratory, railway, and defense institutions; communities and municipalities; and residential and commercial establishments industries. The company was incorporated in 1964 and is based in Mumbai, India."
Isgec Heavy Engineering Ltd.,Construction,ISGEC,EQ,INE858B01029,"Isgec Heavy Engineering Limited provides engineering solutions worldwide. It operates through two segments, Manufacturing of Machinery & Equipment; and Engineering, Procurement & Construction. The company offers process equipment, including reactors, pressure vessels, shell and tube heat exchangers, columns and towers, and boiler drums; boilers, such as solid and biomass fuels, bagasse and biomass, oil and gas fired, blast furnace gas fired, waste to energy, and heat recovery boilers, as well as auxiliaries, such as air pollution control equipment, bag filters, SCR/SNCR, flue gas desulphurization systems, and deaerators; and field services comprising site construction and commissioning, operation and maintenance, supervision, retrofitting and modernization, residual life assessment studies, spares, and technical assistance. It also provides engineering, procurement, and construction services; sugar plants and machinery that include mills, diffusers, process house equipment, sugar refinery, turnkey distillery plants, and spares and retrofits; presses comprising mechanical and hydraulic straight sided presses, mechanical gap and ring frame presses, and servo presses; and steel castings, including steam/gas turbine, hydro turbine, valve, pump, mining and crushing, and general engineering castings. In addition, the company offers iron castings, air pollution control equipment, and liquefied gas containers, as well as provides contract manufacturing services. Further, it manufactures and sells sugar and its by-products, and ethanol and its by-products. The company serves power, fertilizer, sugar and distillery, oil and gas, petrochemicals, automobile, steel, defense, cement, chemicals, railways, space, and port industries. The company was formerly known as The Saraswati Industrial Syndicate Limited and changed its name to Isgec Heavy Engineering Limited in 2011. The company was incorporated in 1933 and is headquartered in Noida, India."
J.Kumar Infraprojects Ltd.,Construction,JKIL,EQ,INE576I01022,"J. Kumar Infraprojects Limited engages in the construction activities in India. The company executes contracts of various infrastructure projects, including transportation engineering, irrigation projects, civil construction, piling work, etc. Its transportation engineering projects includes roads, underground and elevated metros, bridges, flyovers, subways, road over bridges, skywalks, railway terminus/stations etc.; civil construction projects comprising hospitals and medical colleges, commercial buildings, sports complex, and other civil constructions; and sewage treatment plants, riverfronts, tunnels and other projects. J. Kumar Infraprojects Limited was incorporated in 1980 and is based in Mumbai, India."
